text,sentiment
alhamdulillah slalu dpt driver yg baik,positive
abang ramah banget,positive
nyari driver udh kek nyari emas susah bngt,negative
sekarang jelek gofood padahal dekat dapet driver jam an mana gabisa cancel,negative
parah bgt kl udh susah dpt driver nyusahin mau cpt bru bru mlh tmbah lama pls deh,negative
jelek sen gofood jam gk apa apain cuman hold doang,negative
susah banget ambil driver sekarang gak praktis makin kesini mending mandiri,negative
customer service slow respon tanggap keluh langgan not recomended,negative
baik aman cepat,positive
buat driver kalo dpt order jangan cancel trus jangan mau cuma yg dket aja yg jauh ambil lemah lw jd driver kalo ujan driver susah besok tutup aja gojek kalo mau musim panas aja,negative
susah dpt driver buat antar makan padahal jarak resto sama jarak rmhh gasampe km tp nunggu buat drivernya aja menit sendiri kacau,negative
telat terus nyari ojek,negative
bagus mudah,positive
susah sekali cari driver kalo dpt driver drivernya gk jalan selalu diam tmpt,negative
kesel banget app ga tiap sen ga pernah dapet driver tiap butuh pas hujan drivernya dapet ga ngerespon mau sen malah gabisa sering pake banget dapet driver yg ga ngerespon chat sama sekali,negative
good,positive
saran aja kalo sedang rush hour maximal batal pesan menit aja punya gerd tadi hujan makan gofood estimasi waktu menit harus menit baru batal akhir tidak dpt driver dong benah sistem kasihan jual beli gerd kambuh mood saya awur awur,negative
bisa batal pesan gofood karna dapat driver lebih menit ada batal lapor cs percuma padahal pesan hujan reda cukup lama sangat kecewa sedia aplikasi driver makin manja,negative
ojol sampah banyak lagak susah dpt driver klo hemat dpt jg sering suruh cancel driver dngn alas macam ganti gw kerjain gw cancel tengah jalan aplikasi yg gak becus ngrugiin penupang driver,negative
sangatt puas bangett rama salam,positive
lokasi driver nya jauh,positive
sangat enak sayang nya aku gak tau kode promo,positive
gojek gak jls percuma diskon tp gak driver udh nunggu lama driver nyangkut tp malah dibatakin drivernya driver sekarang enak nya batalin pesan gmn bijak gojek kok driver enak nya,negative
sebenernya bagus terkadang susah dapet driver bikin buat rating bukan itu jujur kecewa aja sih masa aplikasi usaha nya besar gojek iklan aplikasi pakai ai padahal banyak sekali illustrator videografer indonesia yang bakat harap ubah jangan normalisasi kan,negative
aplikasi lelet padahal sinyal ful buka app bisaaa lelet banget,negative
makasih,positive
mudah buat jajan buat kaum magerrr lope banget buat gojek,positive
aplikasi sampah,negative
aman percaya,positive
mantap aplikasi bisa dibjang kau hampir seluruh indonesia,positive
harga ongkir sangat mahal,negative
gojek plus gx makin banyak s k,negative
kendala hujan driver susah temu sangat lama butuh harap system lebih di tegasin untuk driver milih milih costumer terimakasih,neutral
asli ni aplikasi makin lama makin bobrok udh error mulu bayar via gopay drivernya banyak masalah,negative
sip lah,positive
sejak mode cair cepat susah cari driver auto pindah belah,negative
sering sering yah kasih promo,positive
pernah dapat selesai,negative
selalu lama nunggu ga kek aplikasi belah,negative
sangat mudah bantu,positive
naik gojek mobil pas naik supir tak ingat pasang sabuk kam tak salam sapa pun lupa maka krna jarang naik mobil pas kuningan bilang yah bu tilang bilang bapak ingat terus kata supirnya terus bapak nyalahin terus tilang ibu nyalahin ramah sekali lalu kasih uang rb baru bilang ikhlas nih bu gak ikhlas krna bawa anak kecil dan dia intimidasi saya,negative
aplikasi jeleekkkk aku salah metode bayar ga di batalin anj ga solusi,negative
apa ak sen ojek nya tulis ga yg nyantol gilir sen ulang mlh ojol yg dtng gmn sih apk nya di baik,negative
aplikasi nya bagus cuma driver nya bayar murah utama gofood ongkir rp driver nya cuma dapet rp coba lebih harga driver itu ujung tombak usaha bisa jalan,positive
driver nya banyak drama apk rp minta,negative
susah cari gocar jual mahal klo hujan begini,negative
susah driver baik gocar goride gofood ketika cuaca hujan,negative
ramah layan okay,positive
aplikasi transportasi online yg mana aja banyak promo cuma menit udah sampe,positive
alhamdulillah mobil bersih bapak santun nyetirnya kalem tergopo gopo terimakasih ghih pak moga rizkinya alir deras aamiin,positive
mahal banget kalo mau gofood akun ku jarang banget dapet promo worth it dong harga lebih manusiawi,neutral
kemudi enak batal padahal sdh nunggu lama tiap ganti kemudi bgtu trs smpai jam tggu,negative
pokok mantap deh naik gojek keren,positive
driver bagus tdk konfirmasi trus tinggal saja juga yang pindah chat buat transaksi luar aplikasi sangat tdk enak lebih baik blacklist orang orang nya,negative
benar nya bantu kirim tp beberapa oknum driver yg terlalu minta uang tip bagaimana cara tidak oknum driver tsb lg,neutral
suka aplikasi,positive
driver ranah sabarrr,positive
drivernya sekarang malesan kalau mendung dikit ga mau jalan sampe nunggu jam ga driver padahal motor kecewa layan gojek ini,negative
susah cari driver kadang ambil tumpang dulu toling baik apk nya,negative
sangat bantu terima kasih karya anak bangsa,positive
mau upgrade salah mulu photonya padahal uda kali kali jadi malas,negative
mobil nya bersih wangi layan ramah,positive
sangat bantu,positive
gak perlu kasih pilikan express order express sama regular sama aja dateng nya gak butuh ganti voucher butuh cepat n tepat,negative
bini gua jatoh motor ga lanjut malah bilang salah sendiri,negative
bagus banget kadang drivernya salah jemput orang jadi lama kali lebih teliti drivernya khusus motor,neutral
sistem elu perlu benerin gua uda selesai kan pesan kasih tip muncul pop up gua dobel kasih tip kalo uda selesai jangan muncul kan kaya jebak aja,negative
baik cepat,positive
makin hari driver makin slengean mau ngirim gosend mobil nerima order posisi ga pernah gerak chat ceklis ga jawab payahhh pada sok semua,negative
gojek pokok baik,positive
aplikasi mantap dah pokok,positive
bantu mobilitas,positive
x pakai gosend x suruh kirim sms pulsa habis situ doang kenapa kok minta verifikasi terus kan udah link bca dengan gopay,negative
keren banget aplikasi sangat bantu,positive
bagus layan cuma kadang titik tuju kadang tepat tidak,positive
biar aku kasih tau gojeg pinjam nya gk amqnah masa udh lunas tgl april sekarang tagih begini cara lyanannya mending klo gk suka ngancem sya,negative
gak pernah kecewa,positive
aplikasi keren sangat bantu utama kalo mager belanja,positive
sulit buka n bs unduh,neutral
apk cukup tarik lebih tingkat,positive
drivernya ramah sopan,positive
the best,positive
oke,positive
gara driver d caci maki makanya kasih bintang baik chat minta foto apa rumah banyak masuk gang kasi awal kalo lebih salah masuk gang driver malah caci maki dengan kata kotor tolong gojek lebih detail lg cari driver baru kali d caci maki sama driver daei aplikasi gojek gilir mau samperin kabur,negative
payah masa verifikasi nya kali kode otp kirim wa trs kirim email ga kaya grab cukup wa sms,negative
doa gojek tetap sukses,positive
driver egois malem sen gocar niat mau kejar kreta akhir rangkas gagal lama nunggu driver gk jalan alhasil tidur stasiun,negative
awesome,positive
bagus dahh,positive
mantap percaya,positive
gak aplikasi,negative
akun driver mitra juara langgan gacor prioritasin oderan goride tiap hari,positive
makin sini dapet driver makin susah,negative
bapak drivernya ramah hati pake motor nya,positive
semenjak aplikasi semua jadi mudah lov lov lah kebon,positive
sangat bantu mudah,positive
sangat sangat bantu,positive
gojek sekarang jelek pake banget dulu order paling lama menit skrg bahkan paling cepat menit trs harga aplikasi gk ngotak contoh sy tadi gyumbox lotte avenue liat harga gofood nasi ikan tongkol balado harga rp masuk ongkir klo lgsg tempat cuma rb sdh include tax gila sih harga aplikasi gofoodnya mahal benar resto gede potong argo lumayan kacau banget sih,negative
aplikasi nya lelet aplikasi jauh tp padahal udh nyampe di depan tp drivernya oke oke aja,positive
lama dpet driver skrng krisis ojol kalau dh d baharu bintang,negative
banyak driver merespon order nunggu lama tidak ada respon maaf bagus aplikasi grab kaya respon lebih baik,negative
sangat mngecewakan tiba pesan minum pdhl ga sen sama sekali hari g buka ni apk,negative
potong terlalu mhl,positive
sengaja terima order jarak jauh biar cancel costumer potong cancel timbang jarak jauh curang bangett,negative
sangat bantu saat perlu transfortasi yg cepat hemat efisien waktu,positive
susah banget cari driver plerr,negative
apk jelekk banyak driver titik nya yng dket tp skrg jd susah gada ambil pdhl deket titik,negative
cepat dn ramah,positive
pindah indrive tarif sini kadang ga ngotak,negative
cepetttt banget sampe nya,positive
jujur aplikasi tuh susah banget buat dapetin driver situasi tentu pada yg urgent bayangin aja malam malam pulang bus mau balik ga driver sama sekali udah nunggu jam jam ga dapet driver alhasil jalan kaki pas jauh malah nemu driver,positive
skrg driver jauh padahal pakai tarif biasa bukan hemat,neutral
enak banget kalo mana langsung pesan gocar terus gofood sama gofood dia makan sehat sama goride,positive
apk anehh rute lebih deket malah milih rute lebih jauh otomatis biaya jadi lebih tinggi hadehh sama jangan pisah donkk apk gopay sama gojek ngeribetin aja jadiin satu apk aja biar user experiencenya enak langgan jadi ngakses banyak fitur satu apk aja anehh malah pisah gojek sma gopay,negative
driver sangat ramah n sangat bantu tidak punya kendara,positive
ngeluh soal double order otomatis malah suruh cancel aja jawab baik cara kerja aplikasi woy nama udah driver jalan kadang gak cek hp tau driver jemput dicancel udah gak paksa bayar double karna kasi sama driver jangan akal an nih sengaja biar order rugi konsumen hmm,negative
mantap jaya,positive
kompak apa gmn ga yg ambil tumpang enggak buat otomatis lag satu driver yg ngambil otoritas akses ga sepenuh driver akhir jd ngelirik aplikasi dh,negative
apk busuk bubarin aja nyari driver susah padahal udah prioritasin,negative
bela custumer driver cuma,negative
guna hari hari sangat bantu dapat beberpa bugs sangat ganggu segera baik hidup karya anak bangsa,positive
mantul poko,positive
nyari driver skrg drivernya sering ngecancel dulu ga kayak gin sekarang sering alas selalu nyari arah bingung org jadi gojek niat kerja tidak hal ini sangat rugi utk orang yg mau brngkt tiap kali mau ibadah susah sampe jam tdk dapat driver ntah gimana cara biar dpt drivernya dgn cpt tdk repot,negative
aman nyaman,positive
susah sih dapetinnya pake prioritas sama aja padahal sekitar banyak when sih punya motor sendiri,negative
sangat sangat guna aplikasi karena selalu pergi mana guna apliskasi gojek pokok nya the best lah aplikasi,positive
cuaca hujan customer dpt driver jauh suruh nunggu gak mau malah dibatalin yg kena imbas driver dapet motif atur apa dasar yg buat atur gak mikir,negative
ter nyaman,positive
kocak driver jual mahal smua nyari driver sampe menit padahal sekitar driver dekat ga yg mau ambil rusak rusak,negative
suka eror alamat setel sendiri,negative
bagus mudah kan aktipas,positive
jelekkkk lama bgt nyari drivernya sekarang,negative
aneh banget jaring bagus buka aplikasi aman aman aja gilir mau sen grab tiba tiba turun masalah device apa aplikasi sih diperbaikin hal sita banyak waktu hanya tunggu jaring lancar,negative
tolol pesan dah batalin malah di lanjutin dapet driver,negative
sbnrnya ga adil klo rating customer customer ga lihat kasih tau sama gojek yg baik klo kata rating turun bahkan yg ngasih bintang satu awal ga peduli nyata pengaruh kita cari gojek padahal sering kasih tips langsung cash bintang semua gojek maupun gosend lg ga tempat krn biasa sy pesan aplikasi emang utk butuh anak bukan utk saya ga pake gojek kayak bye,neutral
mending benerin dah ni aplikasi eror mulu kerja nya,negative
aplikasi aman cepat sangat bantu mesan gojek saat butuh sarana transportasi,positive
makasih antar rumah kondisi sakit habis operasi didrive dgn nyaman thx u,positive
perangkat tdak jangkau,negative
sangat bantu butuh jalan,positive
add dark mode,positive
order hari cuma order dri pagi smpe malam petama aja malam gmna mau bayar gopay pijam klo klo cuma kash order hari padahal mitra juara gojek tp ga kasih order jangan salah kan driver klo ga bayar angsur gopay pijam slah kan it nya yg ga mau ngasih order biar it yg tanggungjawab bayar gopay pinjan pnya sham kecil aja ga kasih order hari hari prcuma gaji it sma ceo makan gaji buta,negative
makin parah aja gojek cari driver susahh mana drivernya,negative
mesan makan terlalu lama lambat dong kerja aplikasi baik masa orang laper suruh nunggu jam jam gimana si buruk banget,negative
oke pokok the best,positive
kalau hujan susah cari driver padahal kondisi darurat,negative
driver gk mau jembut kalo murah,negative
customer service gojek sangat profesional cuma gara login device sama beda software aja langsung beku device padahal device masih sama loh saja nya device itu reset pabrik otomatis login ulang eh malah beku udah komplain cs gojek gaada solusi sama sekali mana jawab template mulu sangat profesional dah paling bener pake aplikasi belah aja ga ribet,negative
sangat tepat,positive
jelek banyak driver yg suspen tuhh sekarang aplikasi gojek jadi jelek banget sihh layan drivernya sen sampe mau stengah jam driver mau jalan tanya jawab di telfon beles jelek banget,negative
hepiii bangett poko kalau pakee gojekk,positive
dikit dikit notif ganggu aja,negative
mksih mas,positive
pokok mantap,positive
driver kalian semua tuh ngampung nya ngampung banget arogan suka kroyokan cerobohhh,negative
sial jaring susah terus lalu pakai hp milik istri kok pakai hp ku susah nya minta ampun ga di andal,negative
kenapa sih gojek suka ubah transaksi tunai padahal selalu pakai gopay gk pernah tunai sama sekali saat mau ganti ke gopay gk sama sekali udah kali jadi gk pernah dibenerin emang gk jelas,negative
coins di dari gocats banyak tidak masuk terkadang ngebug eror di baik,neutral
aplikasi apa mesen gaco knpa jadi double pesan layang uang ribu bukan mas uang nya tapi kcwa saya saya mesen satu kali knpa jadi double kcwa skli,negative
tambah mahal aja,positive
ganggu mulu pdhl internet ku dipake stream lancar tpi buka gojek doang lot bgt,negative
tampang gak pake ribet,positive
bantu anak sekolah,positive
awal tahun sistem brantakan baik sistem sistem brantakan semua driver jemput jauh jauh langgan dapet driver jauh jauh potong biaya lain tingkat hadehhh,negative
layan nya sangat muas,positive
so far is good,positive
buka makin baik malah aduhh lah pokok,neutral
tmbah mahal skrng,neutral
mantaap,positive
recomended,positive
murah aman,positive
kalau hujan sering gak dapet driver,positive
kagak sih benerin verifikasi muka gelap mulu padahal foto dah terang,negative
sangat mudah,positive
collab baik nih pak goto,positive
lama imo baik,positive
minimal transaksi gofood jadi padahal belum kalau terus begini ratingnya tetap kasih bintang kembali jadi,negative
bagus tp kalo tlp sinyal jelek,positive
sekarang kalo pagi nyari driver nya lamaaaaaaaaa di perbaikin,negative
susah cari driver dicancelin terus,negative
nice good best ever,positive
keren si kata aku,positive
lama benget dapet driver,neutral
bagus drivernya banyak helm bau jadi kurang enak,positive
selalu baik terima kasih atas pelatanannya lama depan lebih baik,positive
weirdo app dapetnya lama banget even udah sampe pindah comfort prioritize di oper oper terus karna jauh lah apa and lately it feels like forcing us to to pay more in this economy,negative
jgn foto muka terima biometric,negative
udah lah gua uninstall nih aplikasi drivernya kaga jelas kalo kaga sanggup jemput emng ga nganter chatnya bales lah udah nungguin lama udah kaga gerak gerak tar gilir cancel marah kalo ken di cancel ngomong jangan buang buang waktu orng kaga bales kalo kaga butuh duit mah kaga usah narik suspend aja sekali driver driver yg sengaja ga bales chat udahh batal kerja sama sama client cuman gara gara nungguin driver yg kaga jelas,negative
sangat mudah guna sangat bantu,positive
bintang satu driver aneh ribet orang udah bayar pake gopay malah nelpon in terus buat manualin aplikasi ga bintang bikin ribet guna,negative
mudah responsif,positive
driver dsni ga amanah,negative
aplikasi tdk pantas bilang baik krn skr byk oknum driver yg membtlkn jemput order mknn pihak mhn perhati kpd mnjmn gojek utk sgra mereport scra massal henti x jam oknum driver a n florian andika rating mobil agya palembang dgn no tiket sampai kel okt jam wib krn tlh turun tumpang jh tuju diupdate bbrp x feb mar blm ad feedback s d jan gopaylater sulit diaktivasi ulang tks,neutral
pokoknyaa baik,positive
jujur nyari driver selalu dapet cancel mulu ribu driver masa ga satu mau ambil tumpang aneh lain oke driver doang sering ga jelas,negative
driver atas nama arifin tarigan bk wz main order sudah konfirmasi cara putar putar tak jelas mobil gocar pesan jd batal otomatis driver sudah dekat dgn titik jemput namun tak niat utk jemput dan pihak gojek sangat kecewa selesai masalah alami tdk memberitau sanksi apa yg dapat mitra driver gocar dengan sengaja jelas rugi saya saya jelas jerah guna layan gocar,negative
kek nya udah tahun nih mode gelap gak kelar kelar,negative
ada masalah bagi untung driver jadi banyak ngeluh ama costumer marah marah kalo dapetnya dikit app bisa apa,negative
selalu lama driver,negative
tempat kava mata sy ketingglan jok belakang,positive
tambah lama tambah males pakek gojek padahal driver banyak yg deket dapet nya yg jauh terus gak buat darurat,negative
mantap luar kota sangat bantu kalo pas lg kepingin makan ngemil sat set buka aplikasi sangat bantu,positive
untuk pesan gofood tombal batal pesan apabila susah dapat driver maksimal menit bisa batal order jangan terlalu lama keburu lapar klo tunggu driver klo tdk keburu lemes lapar ni klo masalah driver sedikit tambah lah driver nya bukan banyak yg mau jadi driver,negative
aplikasi lelet mahal menit lebih gak driver lebih work it aplikasi oren,negative
di kondisi driver nya tidak pakai atribut lengkap tidak berpakain rapi,negative
apk busuk lelet udah nunggu pesan dateng hampir jam padahal udah konfirmasi baru kasih tahu kalo sedia habis apk gak,negative
moga aku driver gojek berangkat sama pulang rumah amin,positive
aplikasi yg mudah topp bangettt,positive
jauh masih muas,positive
kaget mudah tiap hari murah,positive
pas lah,positive
oke si,positive
kali order gofood udah nunggu jam lebih tibatiba cancel,negative
cepat driver ramah,positive
gofoodnya kasih tombol konfirmasi pesan dong gin kalo udah pencet gimana mana cepet banget terima sama restonya sampe ga sempet cancel lah goto update konfirmasi gin rugi banget lupa guna voucher gimana kalo teman belanja izin konfirmasi sidik jari pin,negative
mau masuk akun daftar pakai nomor baru ga karena data diri cuma pakai kali akun sulit orang hp nomor telepon hilang bye uninstall gojek alih apps belah,negative
mau cancel susah mau tambah order biar sekali,negative
sangat bantu layan cepat tepat depan ramah terima kasih,positive
puas pake gojek poko nya mah,positive
gimana mau dapet driver aplikator sering tahan order yg hasil customer susah dapet driver driver susah dapet order ini yg buat aplikasi go jek makin ancur,negative
sangat buruk masuk akal data semua sesuai tidak login,negative
resto baru siapin makan kalo udah dapet driver nunggu udah jam ga dapet driver akhir dicancel gajelas banget asli mana ga pilih cancel buat customer aplikasi gajelas,negative
kadang kala ga driver nunggu menit waktu yg sangat lama tidak cancel pesan menit,negative
josss mudah terima kasih,positive
notifikasi iklan tak penting terlalu sering tarif makin gak waras,negative
susah nyari driver nunggu jam dulu ga pernah gin kok akhir gin terus yaa lelet bangett,negative
sangat bantu malas keluar pesan makan cepat tempat,positive
sebenernya driver berapa uang si masa cuma km ongkir nya rb kalau gofood guna baru potong cuma rb sehat lu nyet gojek,negative
beri rating aplikasi gojek sangat bantu hidup hari hari aplikasi sangat praktis sedia bagai layan satu platform mulai transportasi pesan makan hingga kirim barang itu proses mesan cepat mudah sangat hemat waktu gojek sering tawar promo diskon tarik buat guna jadi lebih hemat driver sedia cukup banyak tidak perlu tunggu lama,positive
cepat tepat hemat,positive
sorry to say masa kalau hujan ga ambil udah nunggu hampir jam ga driver mau ambil padahal hujan cuma gerimis deket banget sekali yang ambil dicancel pihak konfirmasi ga payung makanya sen gojek kita bayar nyata hasil nihil bye gojek i hate u,negative
mahal banget biaya tangan kirim nya bused,neutral
suka banget tp di banyak diskon nya,positive
pis,positive
nyari driver susah goridenya lagi harga argonya muskipun langgan malah lebih mahal pada langgan plus berapa tahun tidak ada baik baik parah emang,negative
karna gojek harga jangkau cepat,positive
x pesan go food tunggu dpt driver masing satu jam akhir nya d batal oleb driver tnpa konfrim pesan makan total jam hasil nihil knp g d batalin dr awal,negative
ga recomend,negative
good lah cuma ongkir biaya tangan makin mahal,positive
banyak ojek gamau jemput yg nerima tpi ga gerak tempat sampe nunggu jam,negative
min pls update biar cepet dapet driver walaupun hemat dapet dekat kayak dekat ada driver banyak ga nyantol samsek hadeh udh ulang kali,negative
program slot hemat hapus aja,negative
selalu muas,positive
knp skrg susah banget dapet driver mau hemat yg biasa tetep susah,positive
aplikasi sampah hari update aplikasi tumpang driver nih sistem kalian sih gak ubah kasihan tumpang mesan selalu dirver jauh km sd km driver gak mau lah ada buang bensin bukan utung malah buntung uda ongkos kalian bikin pihak menteri transportasi terus tambah potangan komisi biaya potong aplikasi biaya asuransi jalan terima driver dikit lari bensin pendpatan aja buat hari hari kurang pajak mobil service mobil,negative
banyak pilih,positive
bagussss sekali gg aplikasi nya sangat guna drivernya ramah ramah mantap dah pokok,positive
baru kali dapet driver bahasa sopan sekali nggu anak blm menit bahasa dah kayak preman driver itu kena sanksi,negative
aplikasi paling jelek,negative
alhamdulillah sll dpt driver yg baik sopan moga bpk gojek sll sukses,positive
mnatap,positive
nik di tahan daftar gojek hapus gopay maupun gojek,negative
bagus cepat,positive
senang bantu,positive
aplikasi sangat guna orang malas keluar,positive
mudah cepat,positive
orang gojek gak niat kerja lama nunggu,negative
oke siap,positive
jangan pilih kasih order driver sampe susah nyari driver,positive
gojek bisa jadi mudah gampang,positive
aplikasi yg mudah paling cepet harga jangkau tingkat lg layan n banyakin promo,positive
sen pke gojek gampang mudah,positive
gausah furab rabun deh minnn kendala kendala muluuu lu lemottt lah huhu,positive
moga makin keren ni gojek,positive
goog job,positive
respon nya cpt ramah santun,positive
bagus srkai,positive
tambah opsi tip resto jual,positive
app yg bagus banget,positive
murah cepat datang,positive
drivernya ramah bawa kendara hati,positive
cari driver layan gofood lama sekali sangat efisien waktu,negative
ribet sekang gofoodnya mau ganti alamat ribet,negative
sangat bantu saat urgent butuh transportasi,positive
responsif langsung,positive
dong gojek masa ambil saldo langgan otomatis ga bisaa,negative
susah cari kemudi gagal mulu lot,negative
sangat bantu mobilitas tiap jos,positive
pakai gopay pinjam x nomer telepon sebar tiap hari telepon masuk nawarkan pinjol hadeh nomer sya spam telepon,negative
trimksh atas jasa,positive
lama nunggu driver,negative
gojek maaf aku terlalu marah wkwkkw ngasih rating bdhal kmu udhh selalu kasih aku promo huuuu tetep setia pakek kmu udh tahunn,positive
aplikasi sangat guna bagus banget inti,positive
saat ok cuman map nya aja kurang presisi,positive
mud susah kali terima order terlalu milih lambat,negative
mantap diskon,positive
gofood makin lama harga makin tdk wajar pesan gofood bukan orang kaya tp orang butuh tolong utk beli makan kalau orang kaya langsung makan resto mahal harga gofood x harga resto tambah ongkir yg langit lebih baik klo tdk desak ga usah pesan gofood jangan kaya owner gojek,negative
trimakasih pk,positive
baru pertama kali pake aplikasi gojek lumayan muas,positive
kasih gopay poin makin pelit,negative
cepat mnatap,positive
aplikasi sangat bantu layan yg muas,positive
aplikasi mudah operasi banyak promo kerjasama bagai bidamg bisnis tunjang hari profesional,positive
pliisss kesel banget sama app tiap kali aku order selalu gak dapet driver terang selalu driver pada sibuk padahal banyak driver yg nangkring daerah kalo emang drivernya mau harga yg lebih tinggi gausah adain promo go hemat kalo gitu ajar yg pp nya naik ojol sedih banget sii aku aku uninstall aja app nya,negative
user friendly harap bagi porsi uang mitra pihak merchant driver laku adil wajar berat pihak mitra mas untung tumbuh usaha dapat rasa mitra moga kembang n tumbuh lebih baik bawa berkat,positive
mau masuk sllu d sruh instal ulang trs d sruh downlod trs pdhl uda d instal ulang hsilnya ttap aja sma d sruh instal downlod,neutral
tolong fitur batal beli gofood jangan sulit masa harus nunggu lama driver lama jam buat jemput makan sekira ga driver dong batalin sendiri ga usah banyak birokrasi,negative
udah gua uinstal masa gopay pinjam telat hari udah ancem segala peting udah bayar lunas ga mau urus segala sama aplikasi kaya gin acem pinjam rb ngomong apa ngga ngga enak dengar jaga sopan santun perlu jaga boss,negative
baik,positive
moga depan lebih baik,positive
layan sangat muas,positive
sip top markotop,positive
the best,positive
kembali saldo min kena tipu saya,negative
kirim sangat bagus,positive
sangat nyaman,positive
layan bagus titik jemput posisi tdk pas dg lokasi tp bpnya usaha jemput barang sya terimakasih pak tuhan kati bapa keluarga,positive
baru pakai gojek jadi cepat paham karna mudah paham lama pakai goride selalu dapat driver layan baik cepat harap semua tahan sekarang depan,positive
dibyar dikit drivernya,negative
lamabat banget aplikasi macem apa lebih baik maksim gojek gak prepesional,negative
kesel klo lg buru tp driver tdk respon gerak kalau tdk mau ambil cancel aja lah jd ga tunggu lama,positive
baru kali dpt ongkos free,positive
kirim makan lamaaa skrg,negative
makin kesini makin susah nyari driver klo pake hemat nggk ketemu,neutral
mantuuullll,positive
aplikasi bantu,positive
jauh puas layan bagus,positive
ras beda nomor beda promo,negative
mantaappp,positive
susah sekali driver gitu jauh titik nya kalau,positive
aplikasi sangat bantu thankyou,positive
parah sistem aneh terlalu banyak program aplikasi banyak,negative
sering lot mo pake paket data ato wifi,neutral
bismillah berkat aplikasi jadi sangat mmbantu nama jaman da smakin maju inti rejeki sndiri sndiri klau orang rajin brdo an sabar ada pnumpang para supir angkot salam berkah baik lancar rejeki smangat slalu,positive
masa cari driver gofood hampir mnt gabisa dibatalin sangat rugi customer yg posisi sangat lapar,negative
driver nya malas,negative
mohon tolong sejahtera driver mu driver serak kaya cuman punya aplikasi padahal pun udah kaya banyak driver yang susah bijak aplikasi kasih mode hemat cust potong gede driver rugi ongkos rugi waktu tenaga,negative
tuju aplikasi sangat bantu dengan segala sukses slalu,positive
orang kasih rating tinggi bisa baca keluh asli supaya yang lain tau jelek aplikasi kek apa tp gw ga sudi ngasih rating tinggi aplikasi yg bobrok kayak gin driver nya jg banyak yg nyebelin skrng,negative
sangat bantu n bantu bagai perlu,positive
seru naik walaupun kadang drivernya banyak lama waktu jemput sikap driver nya sopan rapih,positive
susah cari driver sekali driver bilang makan gamau cancel,neutral
mantap lah pokok nya,positive
make gojek udh tahun tahun baru mesen gojek ga dapet dapet driver nya dong evaluasi,negative
loading lama buka aplikasi selalu stuck loading terus,negative
aku sangat butuh aplikasi pesan makan online,positive
muas,positive
punya driver gajelas order dibatalin terus ga niat kerja,negative
pesan cepat driver supel,positive
aplikasi buat pulang sekolah,positive
ribet tiba keluar akun segala gmn sih gaje bgt,negative
makin nggk jelas,negative
update makin lama gojek,positive
lama banget cari driver nya,negative
mantap mahal,positive
gojek jajah,negative
jadwal kirim nya lama banget,negative
aplikasi sekarang jadi sulit order go send,positive
snga bantu,positive
beberapa hari gojek sulit sekali,neutral
driver umpat restoran ambil order mohon tindak kota tanjungpinang,negative
aplikasi suka gjls driver banyak muter ganggu bikin tumpang nunggu lama,negative
notifikasi berisik,negative
puas layan,positive
gopay latter nya kata legal cari nagih nya kek kont,negative
driver datang tepat waktu,positive
gojek baik lg sistem kirim instant e commerce lebih respon cepat lg antar barang pada konsumen jangan di lambat,negative
cepat tepat amanah,positive
layan respon barang atau tidak cepat barang tinggal dalam mobil driver driver nya enggak tanggung jawab barang nya obat an,negative
sukaaa,positive
kadang aplikasi nya eror tunjuk driver nya gk fungsi,neutral
pakei gojek sangan bantu efisiensi waktu trus tingkat layan,positive
mudah kan urus,positive
luar biasa handal sopan mksh,positive
aplikasi sering masalah metode bayar pilih gopay tiba tiba ubah tunai order sangat ganggu bisa rugi guna harap segera baik,negative
sesuai harga,positive
pinjam ga pernah telat selalu bayar gilir pinjam di tolak x ga konsisten,negative
tingkat terus layan,positive
benar aja nunggu cari driver gofood sampe jam udah lapar nunggu jam gak cancel jam dulu aplikasi gblkk banyak driver daerah kalsel utama di banjarmasin,negative
cepat ukur,positive
murahhh,positive
driver baik tdk mngecewakn ramah,positive
mantappp,positive
aplikasi mantap,positive
driver gojek tetap lah jadi orang baik terima kasih,positive
layan luar biasa bagus banyak diskon terimakasi banyak gojek jasa aku males keluar buat beli makan,positive
gojek gopay sy ko kurang walau tdk pakai harus jadi tiba jadi ngeri klo nyimpan gopay lama aplikasi gojek padahal hp sy cuma sy yg pegang,positive
baik lancar hambat,positive
cepat sigap mudah guna,positive
mudah sekali,positive
hampir tahun pake gojek aplikasi nya bener mewah fasilitas oke banget good app,positive
layan driver,positive
saya pernah pakai,positive
kasi murah dong anak kola dulu aku download gojek karna cuma k eh nyata cuma man awal doang pas uda kali pakai jadi k lumayan bgt buat anak kola,negative
simpel sesuai,positive
lokasi deteksi,positive
mudah aktivitas hari,positive
driver banyak ko stiap mau order hampir jam aplikasi macam ini gojek gak di butuhin pas darurat kapok make gojek mending pake aplikasi belah jelas,negative
gojek is the best,positive
sangat ramah,positive
knpa jalan km pake motor ga,negative
pesan apa susah driver pada jauh bikin kapok customer,negative
definisi aplikasi makin lama makin jelek buru buru mau berangkat ehh aplikasi lot banget padahal sinyal lancar aja dapet driver lama selalu jauh titik jemput go food makin mahal padahal masuk saku driver cuma sedikit makin lama makin busuk bikin istighfar kali make aplikasi,negative
cepat lancar mudah,positive
